	control_sample_32
IGDCC3	1
IGDCC4	1.674261133
DPP8	557.1103921
HACD3	204.2598583
VWA9	167.007548
SLC24A1	174.9602884
DENND4A	2648.681113
MIR4511	1
RAB11A	657.5660601
MEGF11	139.3822393
MIR4311	1
DIS3L	269.5560425
TIPIN	15.48691548
SCARNA14	1
MAP2K1	289.6471761
SNAPC5	37.6708755
MIR4512	1
RPL4	4710.115133
SNORD18C	8.371305666
SNORD18B	4.604218116
SNORD16	2.5113917
SNORD18A	1.674261133
ZWILCH	53.15779098
LCTL	2.092826417
LINC01169	1
SMAD6	1
SMAD3	273.32313
AAGAB	187.9358122
IQCH	11.30126265
IQCH-AS1	48.13500758
C15orf61	9.208436233
MAP2K5	70.73753288
SKOR1	1
LOC101929076	1
PIAS1	603.1525733
CALML4	342.804967
CLN6	76.17888156
FEM1B	924.1921456
ITGA11	3.76708755
CORO2B	2.5113917
ANP32A	763.0445115
MIR4312	7.952740383
ANP32A-IT1	75.76031628
MIR548H4	2.5113917
NOX5	1
SPESP1	1.25569585
EWSAT1	1
GLCE	109.2455389
PAQR5	1
KIF23	20.50969888
RPLP1	485.1171634
DRAIC	1
PCAT29	6.27847925
LINC00593	4.185652833
TLE3	629.1036208
MIR629	1.674261133
SALRNA3	1
SALRNA2	1
UACA	13.39408907
LARP6	1
LRRC49	1
THAP10	1
CT62	1
THSD4	1
THSD4-AS1	1
THSD4-AS2	1
NR2E3	1.674261133
MYO9A	638.3120571
SENP8	17.16117662
GRAMD2	1
PKM	435.7264599
PARP6	121.8024974
CELF6	24.27678643
HEXA	321.4581376
HEXA-AS1	11.71982793
TMEM202	1
ARIH1	673.4715408
MIR630	15.90548077
GOLGA6B	1
HIGD2B	1.25569585
BBS4	77.01601213
ADPGK	511.4867762
ADPGK-AS1	16.32404605
NEO1	36.41517965
HCN4	1.25569585
REC114	14.23121963
NPTN	472.9787701
NPTN-IT1	48.13500758
CD276	1
C15orf59	1
C15orf59-AS1	1
TBC1D21	1
LOXL1-AS1	12.97552378
LOXL1	4.185652833
STOML1	24.27678643
PML	66.13331476
GOLGA6A	1
LOC283731	1
ISLR2	1
ISLR	1
STRA6	1
CCDC33	1
CYP11A1	1
LOC729739	1
SEMA7A	71.15609816
MIR6881	1
UBL7	384.6614954
UBL7-AS1	25.53248228
ARID3B	100.0371027
CLK3	459.5846811
EDC3	85.80588308
CYP1A1	1
CYP1A2	1
CSK	535.7635626
MIR4513	8.371305666
LMAN1L	1
CPLX3	1
ULK3	89.57297063
MIR6882	1
SCAMP2	75.341751
MPI	141.893631
FAM219B	281.2758704
COX5A	102.5484944
RPP25	9.208436233
SCAMP5	2.5113917
PPCDC	126.8252808
C15orf39	159.8919382
GOLGA6C	1
GOLGA6D	1
COMMD4	59.01770495
NEIL1	48.97213815
MIR631	2.5113917
MAN2C1	406.4268901
SIN3A	298.0184817
PTPN9	109.6641042
SNUPN	66.97044533
IMP3	194.2142915
SNX33	18.83543775
CSPG4	1.674261133
ODF3L1	1
DNM1P35	2.929956983
MIR4313	2.929956983
UBE2Q2	232.3037322
FBXO22	161.1476341
NRG4	11.71982793
C15orf27	7.952740383
LOC101929439	1
ETFA	349.0834463
TYRO3P	9.208436233
ISL2	10.0455668
SCAPER	441.1678086
MIR3713	1.25569585
RCN2	86.22444836
PSTPIP1	425.2623278
TSPAN3	253.6505617
PEAK1	154.8691548
LINC00597	7.115609816
HMG20A	259.5104757
LINGO1	2.092826417
LINGO1-AS1	1
LINGO1-AS2	1
LOC645752	1
LOC91450	7.952740383
TBC1D2B	657.9846254
MIR5003	1
SH2D7	1
CIB2	1.25569585
IDH3A	127.2438461
ACSBG1	8.78987095
DNAJA4	480.5129452
WDR61	101.2927986
CRABP1	1
IREB2	569.2487853
HYKK	5.859913966
PSMA4	123.0581933
CHRNA5	1
CHRNA3	1
CHRNB4	1
LOC646938	1
ADAMTS7	1.674261133
MORF4L1	621.988011
CTSH	401.4041067
RASGRF1	3.348522266
ANKRD34C-AS1	1
MIR184	1
ANKRD34C	1
TMED3	107.5712778
KIAA1024	10.46413208
MTHFS	7.115609816
ST20	134.3594559
ST20-AS1	30.1367004
BCL2A1	66.55188005
ZFAND6	447.4462879
FAH	31.81096153
LINC01314	2.5113917
LINC00927	1
ARNT2	1
LOC101929586	1
ABHD17C	9.208436233
CEMIP	61.11053136
MIR549A	1
MESDC2	229.3737753
MIR4514	1
MESDC1	31.81096153
C15orf26	12.97552378
IL16	3225.045508
STARD5	127.6624114
TMC3-AS1	1.674261133
TMC3	5.441348683
MEX3B	1
LINC01583	1
EFTUD1	208.8640764
SAXO2	35.99661436
ADAMTS7P1	2.092826417
GOLGA6L10	1
UBE2Q2P2	1
GOLGA6L9	3.76708755
GOLGA2P10	1
GOLGA6L17P	1
RPS17	7.5341751
LOC102724034	1
CPEB1	1.25569585
CPEB1-AS1	1
AP3B2	2.929956983
LOC338963	1
ACTG1P17	3.76708755
SNHG21	20.50969888
FSD2	44.78648531
WHAMM	141.893631
HOMER2	16.32404605
FAM103A1	17.16117662
C15orf40	93.34005818
BTBD1	413.1239346
TM6SF1	233.9779934
HDGFRP3	26.78817813
BNC1	1
SH3GL3	1
ADAMTSL3	1.25569585
EFTUD1P1	1
UBE2Q2L	1.674261133
LOC440300	2.092826417
GOLGA2P7	1
LOC642423	1
GOLGA6L4	1.674261133
LOC103171574	1
DNM1P41	1
GOLGA6L5P	2.5113917
UBE2Q2P1	13.81265435
LINC00933	1
ZSCAN2	73.66748986
SCAND2P	162.8218952
WDR73	159.8919382
NMB	7.115609816
SEC11A	245.279256
ZNF592	385.9171912
ALPK3	6.27847925
SLC28A1	1
PDE8A	155.7062854
GOLGA6L3	1
AKAP13	4362.705948
LOC101929679	2.5113917
KLHL25	25.95104757
MIR1276	1
LINC01584	1
AGBL1	1.25569585
AGBL1-AS1	1
LINC00052	1
NTRK3	1
NTRK3-AS1	1
MRPL46	53.57635626
MRPS11	60.69196608
DET1	38.08944078
LINC01586	2.5113917
AEN	167.4261133
ISG20	320.2024417
ACAN	7.5341751
HAPLN3	121.8024974
MFGE8	20.0911336
ABHD2	1734.115969
RLBP1	2.092826417
FANCI	95.85144988
POLG	482.6057717
MIR9-3	1
LINC00925	5.859913966
RHCG	1
LINC00928	1
TICRR	2.092826417
KIF7	3.76708755
PLIN1	2.092826417
PEX11A	17.16117662
WDR93	1
MESP1	1
MESP2	1
ANPEP	235.6522545
AP3S2	6.697044533
MIR5094	1.674261133
ARPIN	20.92826417
ZNF710	163.6590258
MIR3174	17.5797419
IDH2	258.6733451
SEMA4B	122.2210627
CIB1	264.1146938
GDPGP1	9.627001516
TTLL13P	2.5113917
NGRN	246.5349519
GABARAPL3	1
ZNF774	1
IQGAP1	5066.732754
CRTC3	180.4016371
CRTC3-AS1	3.348522266
LINC01585	1
BLM	109.2455389
FURIN	831.2706527
FES	421.076675
MAN2A2	706.9567635
UNC45A	262.8589979
HDDC3	51.48352985
RCCD1	11.30126265
PRC1	30.97383097
PRC1-AS1	1
VPS33B	109.2455389
LOC101926911	1
SV2B	2.092826417
CRAT37	1.25569585
SLCO3A1	421.076675
ST8SIA2	1
LOC104613533	1
C15orf32	1
LINC00930	1
FAM174B	4.185652833
ASB9P1	10.46413208
LINC01578	732.0706805
CHD2	3109.102924
MIR3175	9.208436233
RGMA	1
LOC101927153	15.90548077
LINC01580	1
LINC01581	1
MCTP2	1381.265435
LOC440311	2.5113917
LINC01197	1
LINC00924	1
NR2F2-AS1	1
NR2F2	1
SPATA8-AS1	1
SPATA8	1
LOC101927286	1
LOC101927310	1
LINC00923	1
ARRDC4	78.27170798
LINC01582	1
FAM169B	1
IRAIN	12.97552378
IGF1R	481.7686411
MIR4714	5.0227834
PGPEP1L	6.27847925
LUNAR1	5.0227834
SYNM	38.92657135
TTC23	5.441348683
LRRC28	41.01939776
HSP90B2P	22.18396002
MEF2A	446.6091573
LYSMD4	63.20335778
DNM1P46	3.348522266
ADAMTS17	17.16117662
SPATA41	6.697044533
CERS3-AS1	1
CERS3	5.859913966
PRKXP1	136.0337171
LINS	381.3129731
ASB7	299.6927429
ALDH1A3	5.441348683
LRRK1	111.3383654
CHSY1	490.1399468
VIMP	100.0371027
SNRPA1	102.1299291
PCSK6	56.08774796
LOC100507472	1
TM2D3	264.1146938
TARSL2	188.3543775
OR4F6	1.25569585
OR4F15	1
OR4F13P	1
OR4F4	1
FAM138E	1
WASH3P	68.22614118
DDX11L9	2.5113917
DDX11L10	25.113917
WASIR2	1.25569585
POLR3K	23.43965587
SNRNP25	31.81096153
RHBDF1	2.092826417
MPG	77.01601213
NPRL3	316.0167889
HBZ	2.092826417
HBM	478.4201188
HBA2	5357.635626
HBA1	601.0597468
HBQ1	85.3873178
LUC7L	177.0531148
ITFG3	53.99492155
RGS11	1.674261133
ARHGDIG	1
PDIA2	4.185652833
AXIN1	230.2109058
MRPL28	102.5484944
TMEM8A	152.3577631
LOC100134368	11.71982793
NME4	90.4101012
DECR2	7.5341751
RAB11FIP3	83.29449138
LINC00235	7.115609816
CAPN15	97.52571101
MIR5587	2.092826417
MIR3176	1
PRR35	1
NHLRC4	18.83543775
PIGQ	84.13162195
RAB40C	59.85483551
WFIKKN1	3.348522266
C16orf13	46.46074645
FAM195A	23.85822115
WDR90	27.20674342
RHOT2	262.0218674
RHBDL1	2.092826417
STUB1	30.1367004
JMJD8	29.71813512
WDR24	34.74091851
FBXL16	13.39408907
METRN	10.88269737
FAM173A	33.06665738
CCDC78	35.57804908
HAGHL	27.6253087
NARFL	59.43627023
MSLN	1
MIR662	1
RPUSD1	49.39070343
CHTF18	33.06665738
GNG13	1
PRR25	4.185652833
LMF1	42.6936589
LMF1-AS1	2.929956983
SOX8	10.0455668
SSTR5-AS1	1
SSTR5	1
C1QTNF8	1
CACNA1H	13.81265435
TPSG1	1
TPSB2	1
TPSAB1	1
TPSD1	1
UBE2I	295.9256553
BAIAP3	70.3189676
TSR3	71.99322873
GNPTG	116.779714
UNKL	146.4978492
C16orf91	19.25400303
CCDC154	12.5569585
CLCN7	159.0548077
PTX4	1
TELO2	90.82866648
IFT140	23.43965587
TMEM204	192.121465
CRAMP1L	95.4328846
HN1L	150.2649367
MAPK8IP3	298.8556123
MIR3177	2.092826417
NME3	54.83205211
MRPS34	106.7341472
EME2	38.08944078
SPSB3	395.962758
NUBP2	82.8759261
IGFALS	3.348522266
HAGH	1280.809767
FAHD1	108.8269737
MEIOB	1
LINC00254	1
HS3ST6	1
MSRB1	549.9947823
RPL3L	7.5341751
NDUFB10	108.8269737
RPS2	4142.122044
SNORA10	1.25569585
SNORA64	2.5113917
SNHG9	11.30126265
SNORA78	1
RNF151	1.674261133
TBL3	52.32066041
NOXO1	5.441348683
GFER	30.55526568
SYNGR3	2.5113917
ZNF598	75.76031628
NPW	1
SLC9A3R2	4.185652833
NTHL1	27.20674342
TSC2	133.9408907
PKD1	161.5661994
MIR4516	1
MIR3180-5	1
RAB26	9.208436233
SNHG19	11.30126265
SNORD60	1.674261133
TRAF7	171.1932009
CASKIN1	2.092826417
MLST8	23.02109058
BRICD5	18.41687247
PGP	100.0371027
E4F1	153.613459
DNASE1L2	6.27847925
ECI1	50.64639928
RNPS1	279.183044
MIR3677	2.092826417
MIR940	2.929956983
MIR4717	1
ABCA3	18.41687247
ABCA17P	5.0227834
CCNF	28.04387398
C16orf59	1.25569585
NTN3	9.627001516
TBC1D24	35.1594838
ATP6V0C	242.349299
AMDHD2	85.80588308
CEMP1	25.95104757
MIR3178	2.092826417
PDPK1	265.3703896
LOC652276	9.627001516
FLJ42627	8.371305666
ERVK13-1	451.2133754
KCTD5	152.3577631
PRSS27	1.674261133
SRRM2-AS1	1
SRRM2	938.0047999
TCEB2	450.7948101
PRSS33	10.88269737
PRSS41	1.25569585
PRSS21	7.952740383
ZG16B	2.092826417
PRSS30P	9.627001516
PRSS22	1.674261133
FLYWCH2	38.08944078
FLYWCH1	109.6641042
KREMEN2	3.348522266
PAQR4	16.74261133
PKMYT1	1.25569585
LINC00514	2.929956983
LOC101929613	1
CLDN9	1.674261133
CLDN6	1
TNFRSF12A	7.952740383
HCFC1R1	5.859913966
THOC6	62.36622721
CCDC64B	7.115609816
LOC100128770	15.0683502
MMP25	569.2487853
MMP25-AS1	116.779714
IL32	97.9442763
ZSCAN10	2.092826417
ZNF205-AS1	2.092826417
ZNF205	4.604218116
ZNF213-AS1	30.1367004
ZNF213	44.36792003
OR1F1	1
OR1F2P	1
ZNF200	225.6066877
MEFV	1330.619036
LINC00921	92.50292761
ZNF263	249.4649089
TIGD7	105.4784514
ZNF75A	185.4244205
OR2C1	1
MTRNR2L4	5.0227834
ZSCAN32	162.8218952
ZNF174	43.53078946
ZNF597	106.315582
NAA60	56.50631325
MIR6126	1
C16orf90	1
CLUAP1	136.0337171
NLRC3	627.847925
SLX4	23.43965587
DNASE1	96.27001516
TRAP1	187.0986816
CREBBP	532.4150404
LOC102724927	1
ADCY9	68.64470646
SRL	1
LINC01569	4.185652833
TFAP4	29.71813512
GLIS2-AS1	1
GLIS2	5.0227834
PAM16	1
CORO7	52.32066041
VASN	17.5797419
DNAJA3	201.3299013
NMRAL1	89.15440535
HMOX2	202.1670318
CDIP1	53.15779098
C16orf96	1
UBALD1	23.02109058
MGRN1	101.7113638
MIR6769A	1
NUDT16L1	97.9442763
ANKS3	36.41517965
C16orf71	10.0455668
ZNF500	43.94935475
Sep-12	1
SMIM22	1
ROGDI	189.6100733
GLYR1	503.1154705
UBN1	622.8251416
PPL	59.01770495
SEC14L5	28.46243927
NAGPA	56.08774796
NAGPA-AS1	2.929956983
C16orf89	1.25569585
ALG1	50.227834
EEF2KMT	15.0683502
LINC01570	1
MIR8065	1
RBFOX1	1
TMEM114	1
METTL22	74.08605515
ABAT	136.4522824
TMEM186	35.57804908
PMM2	145.2421533
CARHSP1	219.3282085
USP7	1111.290827
C16orf72	995.766809
MIR548X	1
LINC01177	1
LINC01195	1
GRIN2A	1
ATF7IP2	159.8919382
EMP2	1
TEKT5	1
NUBP1	92.9214929
TVP23A	16.32404605
CIITA	249.0463436
DEXI	69.90040231
CLEC16A	388.8471482
SOCS1	6.697044533
TNP2	1
PRM3	1
PRM2	1
PRM1	1
RMI2	9.627001516
LOC101927131	16.74261133
LITAF	4070.128815
SNN	1122.59209
TXNDC11	210.9569028
ZC3H7A	383.8243648
BCAR4	1
RSL1D1	453.3062018
GSPT1	3989.345715
TNFRSF17	8.371305666
SNX29	390.9399746
CPPED1	3111.195751
MIR4718	2.929956983
SHISA9	1.25569585
ERCC4	129.3366725
LOC101927311	1
LOC101927348	1
MKL2	117.1982793
MIR365A	1
LOC105447648	1
PARN	386.7543218
BFAR	190.4472039
PLA2G10	5.441348683
ABCC6P2	1
NOMO1	86.22444836
LOC100288162	4.185652833
NPIPA1	4.185652833
PDXDC1	402.2412373
NTAN1	90.4101012
RRN3	376.2901897
LOC100505915	2.929956983
PKD1P6	41.43796305
NPIPA5	4.185652833
MPV17L	1.25569585
C16orf45	9.627001516
KIAA0430	1720.303314
NDE1	287.1357844
MYH11	99.61853743
FOPNL	149.4278061
ABCC1	246.5349519
ABCC6	26.78817813
NOMO3	43.94935475
PKD1P1	48.55357286
XYLT1	242.7678643
NOMO2	65.71474948
ABCC6P1	1
RPS15A	629.5221861
ARL6IP1	1588.873815
SMG1	2741.18404
TMC7	1
LOC102723385	1
COQ7	59.43627023
ITPRIPL2	114.6868876
SYT17	9.627001516
CLEC19A	1
TMC5	244.8606907
GDE1	726.6293318
CCP110	213.4682945
C16orf62	183.3315941
KNOP1	66.55188005
IQCK	8.371305666
GPRC5B	5.441348683
GPR139	1
GP2	1
UMOD	1
PDILT	1
ACSM5	1
ACSM2A	1
ACSM2B	1
ACSM1	14.23121963
THUMPD1	831.2706527
ACSM3	18.83543775
ERI2	28.88100455
LOC81691	14.23121963
DCUN1D3	39.34513663
LYRM1	104.2227555
DNAH3	3.76708755
TMEM159	86.22444836
ZP2	1
ANKS4B	1
CRYM	5.0227834
CRYM-AS1	3.76708755
SNX29P1	15.0683502
NPIPB3	11.71982793
LOC100190986	3.348522266
SMG1P3	471.304509
SLC7A5P2	61.94766193
LOC101927814	2.929956983
METTL9	790.6698202
IGSF6	1008.742333
OTOA	1
RRN3P1	66.97044533
NPIPB4	13.39408907
UQCRC2	528.2293875
PDZD9	11.30126265
C16orf52	149.8463714
VWA3A	3.348522266
EEF2K	116.779714
POLR3E	217.6539473
CDR2	226.8623836
RRN3P3	26.78817813
SMG1P1	149.8463714
NPIPB5	3.76708755
LOC653786	1.674261133
HS3ST2	1
USP31	125.9881503
SCNN1G	1
SCNN1B	1
COG7	77.43457741
GGA2	644.171971
EARS2	98.78140686
UBFD1	195.051422
NDUFAB1	80.3645344
PALB2	78.69027326
DCTN5	420.2395444
PLK1	3.348522266
ERN2	1
CHP2	1
PRKCB	2796.434658
CACNG3	1
RBBP6	531.9964751
LINC01567	1
TNRC6A	598.5483551
SLC5A11	1.674261133
ARHGAP17	131.0109337
LOC554206	6.697044533
LCMT1-AS1	2.929956983
LCMT1	51.48352985
LCMT1-AS2	21.34682945
AQP8	1
ZKSCAN2	40.60083248
HS3ST4	1
C16orf82	1
KDM8	40.60083248
NSMCE1	129.3366725
FLJ21408	2.929956983
IL4R	823.3179123
IL21R	107.5712778
IL21R-AS1	5.859913966
GTF3C1	412.7053693
KIAA0556	145.6607186
GSG1L	1.25569585
XPO6	2971.813512
SBK1	19.25400303
NPIPB6	1
EIF3C	1
CLN3	135.1965865
APOBR	244.8606907
IL27	6.27847925
NUPR1	1
CCDC101	71.99322873
SULT1A2	5.441348683
SULT1A1	159.8919382
NPIPB8	1
NPIPB9	1
ATXN2L	87.8987095
TUFM	328.9923127
SH2B1	108.4084084
ATP2A1	3.76708755
ATP2A1-AS1	1
RABEP2	75.76031628
CD19	75.341751
NFATC2IP	224.3509919
MIR4517	4.604218116
SPNS1	72.41179401
LAT	180.4016371
RRN3P2	165.7518522
SNX29P2	43.11222418
NPIPB11	14.23121963
LOC606724	1
SMG1P2	91.24723176
SLC7A5P1	7.952740383
SPN	641.6605793
QPRT	3.76708755
C16orf54	969.8157614
ZG16	1
KIF22	176.6345496
MAZ	184.1687247
PRRT2	4.604218116
PAGR1	262.0218674
MVP	1176.168446
CDIPT	609.4310525
CDIPT-AS1	1
SEZ6L2	1
ASPHD1	1.25569585
KCTD13	25.53248228
TMEM219	125.569585
TAOK2	215.5611209
HIRIP3	38.92657135
INO80E	73.66748986
DOC2A	4.604218116
C16orf92	1
FAM57B	1
ALDOA	1413.913527
PPP4C	383.4057995
TBX6	2.929956983
YPEL3	530.7407792
GDPD3	30.97383097
MAPK3	151.9391978
CORO1A	2296.249144
LOC613037	2.5113917
SMG1P5	19.67256832
CD2BP2	423.5880667
TBC1D10B	79.52740383
MYLPF	2.092826417
Sep-01	272.0674342
ZNF48	48.55357286
ZNF771	5.0227834
DCTPP1	40.1822672
SEPHS2	168.6818092
ITGAL	912.0537523
MIR4518	2.092826417
ZNF768	38.50800606
ZNF747	78.27170798
ZNF764	42.27509361
ZNF688	57.7620091
ZNF785	48.55357286
ZNF689	92.08436233
PRR14	60.69196608
FBRS	89.15440535
LOC730183	5.441348683
SRCAP	210.9569028
SNORA30	5.0227834
TMEM265	27.20674342
PHKG2	106.7341472
C16orf93	1
RNF40	604.4082691
ZNF629	38.08944078
BCL7C	18.41687247
MIR4519	1
MIR762HG	10.88269737
CTF1	1.25569585
FBXL19-AS1	4.604218116
FBXL19	55.66918268
ORAI3	109.6641042
SETD1A	20.0911336
HSD3B7	7.115609816
STX1B	1
STX4	138.1265435
ZNF668	37.25231021
ZNF646	359.9661436
PRSS53	31.81096153
VKORC1	97.10714573
BCKDK	97.10714573
KAT8	272.4859994
PRSS8	7.115609816
PRSS36	7.5341751
FUS	321.8767029
PYCARD	187.5172469
PYCARD-AS1	4.185652833
TRIM72	1
PYDC1	1
ITGAM	946.3761056
ITGAX	791.5069507
ITGAD	9.208436233
COX6A2	1
ZNF843	1
ARMC5	48.13500758
TGFB1I1	4.604218116
SLC5A2	3.76708755
C16orf58	114.2683223
AHSP	427.3551543
YBX3P1	10.0455668
CLUHP3	68.64470646
ZNF720	96.27001516
ZNF267	570.9230464
HERC2P4	5.859913966
TP53TG3D	2.929956983
LOC390705	1
SLC6A10P	1.25569585
RNU6-76P	1
ENPP7P13	1.25569585
LINC00273	1
UBE2MP1	1
LINC01566	1
FRG2DP	1
LOC100130700	1
FLJ26245	1
ANKRD26P1	1
SHCBP1	10.46413208
VPS35	937.5862346
ORC6	4.604218116
MYLK3	1.674261133
C16orf87	30.97383097
GPT2	7.5341751
DNAJA2	465.8631603
NETO2	23.85822115
ITFG1-AS1	3.76708755
ITFG1	352.0134033
PHKB	619.8951846
LOC100507534	1
LOC101927132	1
ABCC12	1
ABCC11	1
MIR548AE2	4.604218116
LONP2	749.2318571
LOC100507577	107.5712778
SIAH1	70.3189676
N4BP1	634.9635348
CBLN1	1
C16orf78	1
ZNF423	1
CNEP1R1	223.5138613
HEATR3	161.1476341
PAPD5	307.6454832
ADCY7	1491.348104
MIR6771	1
BRD7	449.120549
NKD1	16.32404605
SNX20	205.0969888
LOC101927272	19.67256832
NOD2	174.1231579
CYLD	3294.527345
MIR3181	2.5113917
LOC101927334	1
SALL1	1
LINC01571	1
C16orf97	1
LINC00919	1
LOC102467079	1
TOX3	1
CASC16	1
CHD9	1191.236796
LOC643802	58.59913966
LOC102723373	46.46074645
RBL2	3005.717299
AKTIP	282.5315662
RPGRIP1L	45.62361588
FTO	216.8168168
FTO-IT1	30.1367004
LOC100996338	1
IRX3	1
CRNDE	1
IRX5	1
IRX6	1
MMP2	1
LPCAT2	655.0546684
CAPNS2	30.55526568
SLC6A2	1
CES1P2	1
CES1P1	1
CES1	43.94935475
CES5A	1
LOC283856	2.092826417
GNAO1	7.5341751
DKFZP434H168	1
MIR3935	1.674261133
AMFR	780.6242534
NUDT21	330.6665738
OGFOD1	130.5923684
BBS2	258.6733451
MT4	1
MT3	1
MT2A	67.8075759
MT1L	27.20674342
MT1E	4.185652833
MT1M	1
MT1JP	1
MT1A	1
MT1DP	1
MT1B	1
MT1F	5.441348683
MT1G	1
MT1H	1
MT1IP	1
MT1X	28.46243927
NUP93	282.113001
MIR138-2	1
SLC12A3	2.5113917
HERPUD1	395.1256274
CETP	17.16117662
NLRC5	1044.320382
CPNE2	40.1822672
FAM192A	375.0344938
RSPRY1	323.9695293
ARL2BP	315.1796583
PLLP	6.27847925
CCL22	1
CX3CL1	1
CCL17	1
CIAPIN1	93.75862346
COQ9	94.17718875
POLR2C	229.3737753
DOK4	9.627001516
CCDC102A	27.20674342
ADGRG5	84.13162195
ADGRG1	71.57466345
ADGRG3	167.8446786
DRC7	1
KATNB1	54.41348683
KIFC3	43.94935475
LOC388282	1
CNGB1	2.092826417
TEPP	2.092826417
ZNF319	106.315582
USB1	63.20335778
MMP15	2.092826417
CFAP20	101.2927986
CSNK2A2	82.03879553
CCDC113	1
PRSS54	1
GINS3	20.50969888
NDRG4	12.13839322
SETD6	73.24892458
CNOT1	2394.611986
SNORA46	5.859913966
SNORA76A	11.30126265
SLC38A7	15.0683502
GOT2	131.8480642
APOOP5	1
LOC101927580	38.08944078
LOC729159	1
CDH8	1
CDH11	1
LOC101927650	1
LINC00922	1
CDH5	1.674261133
LINC00920	13.39408907
BEAN1	4.604218116
BEAN1-AS1	2.5113917
TK2	178.3088107
CKLF	25.53248228
CMTM1	17.99830718
CMTM2	175.797419
CMTM3	205.9341194
CMTM4	91.24723176
DYNC1LI2	639.5677529
CCDC79	1.25569585
NAE1	166.1704175
CA7	2.5113917
PDP2	41.85652833
CDH16	1
RRAD	1.25569585
FAM96B	69.90040231
CES2	82.03879553
CES3	1
CES4A	15.48691548
CBFB	496.8369913
C16orf70	59.01770495
B3GNT9	13.81265435
TRADD	156.9619812
FBXL8	6.697044533
HSF4	3.76708755
NOL3	1.674261133
KIAA0895L	10.88269737
EXOC3L1	5.0227834
E2F4	377.5458855
ELMO3	29.29956983
LRRC29	12.97552378
TMEM208	50.64639928
FHOD1	76.59744685
SLC9A5	5.441348683
PLEKHG4	45.2050506
KCTD19	1.674261133
LRRC36	1
TPPP3	23.43965587
ZDHHC1	2.929956983
HSD11B2	5.859913966
ATP6V0D1	624.917968
AGRP	10.46413208
LOC100505942	2.092826417
FAM65A	113.4311918
CTCF	336.1079225
RLTPR	89.15440535
ACD	33.90378795
PARD6A	11.30126265
ENKD1	20.0911336
C16orf86	21.34682945
GFOD2	245.6978213
RANBP10	329.410878
TSNAXIP1	7.115609816
CENPT	39.34513663
THAP11	207.6083805
NUTF2	93.34005818
EDC4	216.8168168
NRN1L	1.25569585
PSKH1	75.341751
CTRL	38.92657135
PSMB10	516.5095596
LCAT	12.5569585
SLC12A4	96.68858045
DPEP3	19.25400303
DPEP2	344.0606629
LOC100131303	2.092826417
DDX28	94.59575403
DUS2	108.8269737
NFATC3	1575.898292
ESRP2	28.88100455
MIR6773	1
PLA2G15	32.22952682
SLC7A6	667.1930616
SLC7A6OS	77.8531427
PRMT7	129.7552378
SMPD3	76.59744685
ZFP90	391.7771052
CDH3	1
CDH1	69.06327175
TANGO6	258.6733451
HAS3	56.92487853
CHTF8	414.3796305
CIRH1A	82.45736081
SNTB2	330.2480085
VPS4A	292.577133
COG8	123.0581933
PDF	4.604218116
NIP7	117.1982793
TMED6	16.32404605
TERF2	110.0826695
CYB5B	331.0851391
NFAT5	950.1431931
NQO1	14.64978492
NOB1	66.55188005
WWP2	434.8893294
MIR140	1.25569585
CLEC18A	5.0227834
PDXDC2P	107.9898431
PDPR	115.1054529
LOC400541	1
CLEC18C	1
SMG1P7	18.83543775
EXOSC6	104.2227555
AARS	175.3788537
DDX19B	28.46243927
LOC100506083	5.859913966
DDX19A	175.797419
ST3GAL2	680.1685854
FUK	71.57466345
COG4	318.5281806
SF3B3	1040.97186
SNORD111B	4.185652833
SNORD111	2.929956983
IL34	1
MTSS1L	4.604218116
VAC14	83.29449138
VAC14-AS1	4.604218116
HYDIN	2.929956983
CMTR2	344.0606629
CALB2	1
ZNF23	208.4455111
ZNF19	18.83543775
CHST4	1
TAT-AS1	1
TAT	1
MARVELD3	5.441348683
PHLPP2	330.6665738
SNORA70D	1.25569585
AP1G1	990.7440256
SNORD71	4.604218116
ATXN1L	278.7644787
ZNF821	33.48522266
IST1	1059.388732
PKD1L3	32.6480921
DHODH	30.1367004
HP	12.13839322
HPR	3.348522266
TXNL4B	92.50292761
DHX38	487.2099898
PMFBP1	5.441348683
LINC01572	13.39408907
ZFHX3	71.15609816
HCCAT5	1
C16orf47	1
LINC01568	1
LOC101928035	1
PSMD7	411.0311082
LOC283922	128.9181073
NPIPB15	1
CLEC18B	1.25569585
GLG1	1198.352406
RFWD3	236.0708198
MLKL	331.0851391
FA2H	1
WDR59	165.7518522
ZNRF1	29.29956983
LDHD	8.78987095
ZFP1	84.96875251
CTRB2	1
CTRB1	1
LOC100506281	1
BCAR1	1
CFDP1	98.78140686
TMEM170A	335.6893572
CHST6	1
CHST5	1
TMEM231	2.5113917
GABARAPL2	868.5229629
ADAT1	249.4649089
KARS	706.1196329
TERF2IP	899.4967938
CNTNAP4	1
LOC101928203	1
MON1B	62.7847925
SYCE1L	4.185652833
ADAMTS18	1
NUDT7	15.48691548
VAT1L	1
CLEC3A	1
WWOX	64.87761891
MAF	226.4438183
MAFTRR	1
LINC01229	1
LOC102724084	1
DYNLRB2	1
LINC01227	1
CDYL2	23.85822115
PRCAT47	1
CMC2	23.85822115
CENPN	26.36961285
ATMIN	490.9770773
C16orf46	1.25569585
GCSH	6.697044533
PKD1L2	1.25569585
BCO1	1
