	control_sample_28
C14orf166	222.6703355
NID2	41.4494564
PTGDR	187.0045242
PTGER2	395.2157471
TXNDC16	281.4707272
GPR137C	3.855763386
ERO1A	808.7463702
PSMC6	246.7688567
STYX	504.1410627
GNPNAT1	165.7978256
FERMT2	5.783645079
DDHD1	561.9775135
LOC101927620	3.855763386
BMP4	1
CDKN3	13.49517185
CNIH1	94.46620296
GMFB	622.7057868
CGRRF1	68.4398001
SAMD4A	34.70187047
GCH1	370.1532851
MIR4308	1
WDHD1	49.16098317
SOCS4	454.0161387
MAPK1IP1L	313.2807751
LGALS3	767.2969138
DLGAP5	26.02640286
FBXO34	439.557026
ATG14	298.8216624
TBPL2	1
KTN1-AS1	1
KTN1	655.4797756
RPL13AP3	1.927881693
LINC00520	2.891822539
PELI2	1015.993652
TMEM260	429.9176175
OTX2	1
OTX2-AS1	1
EXOC5	760.5493279
AP5M1	480.0425416
NAA30	226.5260989
C14orf105	1
SLC35F4	1
C14orf37	1.927881693
ACTR10	342.1990005
PSMA3	274.7231412
PSMA3-AS1	689.2177052
ARID4A	834.7727731
TOMM20L	3.855763386
TIMM9	8.675467618
KIAA0586	317.1365385
DACT1	32.77398878
LINC01500	1.927881693
DAAM1	99.28590719
GPR135	4.819704232
L3HYPDH	78.07920857
JKAMP	379.7926935
CCDC175	2.891822539
RTN1	118.5647241
LRRC9	5.783645079
PCNXL4	339.307178
DHRS7	751.8738603
PPM1A	3398.855425
C14orf39	1
SIX6	1
SALRNA1	1
SIX1	1
SIX4	1
MNAT1	69.40374095
TRMT5	61.69221418
SLC38A6	78.07920857
TMEM30B	9.639408465
PRKCH	1176.971774
LOC101927780	27.95428455
FLJ22447	1.927881693
HIF1A-AS1	1
HIF1A	1122.027145
HIF1A-AS2	19.27881693
SNAPC1	49.16098317
SYT16	1
LINC00643	1
KCNH5	1
RHOJ	1.927881693
GPHB5	1
PPP2R5E	187.0045242
WDR89	130.1320143
SGPP1	258.3361469
SYNE2	5597.604496
MIR548AZ	1.927881693
MIR548H1	4.819704232
ESR2	12.531231
TEX21P	3.855763386
MTHFD1	127.2401917
ZBTB25	182.18482
AKAP5	65.54797756
ZBTB1	666.0831249
LOC102723809	21.20669862
HSPA2	1.927881693
PPP1R36	1
PLEKHG3	530.1674656
SPTB	921.5274492
CHURC1	485.8261866
GPX2	25.06246201
RAB15	42.41339725
FNTB	3.855763386
MAX	760.5493279
MIR4706	1
LOC100506321	29.88216624
LOC100128233	1
FUT8	205.3194003
FUT8-AS1	2.891822539
MIR625	1
LINC00238	8.675467618
GPHN	31.81004793
FAM71D	2.891822539
MPP5	180.2569383
ATP6V1D	253.5164426
EIF2S1	367.2614625
PLEK2	168.6896481
TMEM229B	69.40374095
PLEKHH1	10.60334931
PIGH	56.87250994
ARG2	155.1944763
VTI1B	361.4778174
RDH11	483.8983049
RDH12	2.891822539
ZFYVE26	356.6581132
RAD51B	95.4301438
ZFP36L1	598.6072657
ACTN1	1057.443109
ACTN1-AS1	1.927881693
DCAF5	328.7038287
EXD2	58.80039164
GALNT16	1
ERH	168.6896481
SLC39A9	541.7347557
PLEKHD1	1
CCDC177	1
SUSD6	352.8023498
LOC100289511	21.20669862
SRSF5	1156.729016
SLC10A1	80.00709026
SMOC1	2.891822539
SLC8A3	13.49517185
ADAM21P1	1
COX16	2.891822539
SYNJ2BP	224.5982172
ADAM21	3.855763386
ADAM20P1	18.31487608
ADAM20	19.27881693
MED6	200.4996961
LOC101928075	5.783645079
TTC9	35.66581132
LINC01269	1
MAP3K9	17.35093524
PCNX	4171.935984
SNORD56B	2.891822539
LOC145474	56.87250994
SIPA1L1	842.4842998
RGS6	95.4301438
MIR7843	1
DPF3	8.675467618
DCAF4	41.4494564
ZFYVE1	118.5647241
RBM25	889.7174013
PSEN1	1465.190087
PAPLN	69.40374095
NUMB	782.7199673
HEATR4	12.531231
C14orf169	83.86285364
ACOT1	5.783645079
ACOT2	26.9903437
ACOT4	10.60334931
ACOT6	1
DNAL1	58.80039164
PNMA1	73.25950433
ELMSAN1	165.7978256
MIR4505	1.927881693
LOC100506476	2.891822539
PTGR2	14.4591127
ZNF410	400.0354513
FAM161B	28.91822539
COQ6	80.97103111
ENTPD5	80.97103111
CCDC176	226.5260989
ALDH6A1	122.4204875
LIN52	48.19704232
VSX2	1.927881693
ABCD4	60.72827333
VRTN	1
SYNDIG1L	1
NPC2	437.6291443
ISCA2	82.8989128
LTBP2	99.28590719
AREL1	901.2846915
FCF1	190.8602876
YLPM1	389.432102
PROX2	44.34127894
DLST	292.0740765
RPS6KL1	29.88216624
PGF	21.20669862
EIF2B2	119.528665
MLH3	334.4874737
ACYP1	21.20669862
ZC2HC1C	14.4591127
NEK9	594.7515023
TMED10	1226.132757
FOS	394.2518062
LINC01220	16.38699439
JDP2	138.8074819
BATF	88.68255788
LOC102724153	1
FLVCR2	106.997434
C14orf1	40.48551555
TTLL5	112.781079
TGFB3	7.711526772
IFT43	18.31487608
GPATCH2L	1037.200351
ESRRB	1
VASH1	71.33162264
LOC100506603	5.783645079
ANGEL1	101.2137889
LRRC74A	1
IRF2BPL	127.2401917
LOC283575	19.27881693
LOC102724190	15.42305354
CIPC	152.3026537
ZDHHC22	1
TMEM63C	22.17063947
NGB	1
POMT2	15.42305354
GSTZ1	36.62975217
TMED8	80.97103111
SAMD15	3.855763386
NOXRED1	12.531231
VIPAS39	187.0045242
AHSA1	308.4610709
ISM2	1
SPTLC2	1441.091566
ALKBH1	85.79073534
SLIRP	29.88216624
SNW1	422.2060908
C14orf178	2.891822539
ADCK1	5.783645079
NRXN3	31.81004793
DIO2	1
DIO2-AS1	1
CEP128	112.781079
TSHR	17.35093524
GTF2A1	588.0039164
SNORA79	2.891822539
STON2	493.5377134
LOC100506700	1
SEL1L	1574.115402
LINC01467	1
LINC00911	1
FLRT2	1
LOC101928767	23.13458032
LOC283585	1
GALC	467.5113105
GPR65	561.0135727
LOC101928791	11.56729016
LINC01146	5.783645079
KCNK10	2.891822539
SPATA7	23.13458032
PTPN21	5.783645079
ZC3H14	295.9298399
EML5	77.11526772
TTC8	26.02640286
FOXN3	907.0683365
FOXN3-AS1	9.639408465
FOXN3-AS2	26.9903437
EFCAB11	20.24275778
TDP1	199.5357552
KCNK13	7.711526772
PSMC1	267.9755553
NRDE2	223.6342764
CALM1	2490.823147
LINC00642	1
TTC7B	34.70187047
LOC101928909	1
RPS6KA5	455.9440204
C14orf159	657.4076573
SNORA11B	5.783645079
GPR68	64.58403671
CCDC88C	427.9897358
PPP4R3A	1111.423796
CATSPERB	18.31487608
TC2N	1879.684651
FBLN5	23.13458032
TRIP11	599.5712065
ATXN3	522.4559388
NDUFB1	64.58403671
CPSF2	748.9820377
SLC24A4	283.3986089
RIN3	123.3844284
LGMN	9.639408465
GOLGA5	294.965899
CHGA	6.747585925
ITPK1	338.3432371
ITPK1-AS1	36.62975217
MOAP1	185.0766425
TMEM251	40.48551555
C14orf142	36.62975217
UBR7	191.8242285
BTBD7	312.3168343
UNC79	4.819704232
COX8C	1
PRIMA1	1
FAM181A-AS1	1
FAM181A	3.855763386
ASB2	12.531231
MIR4506	1
LINC00521	1
OTUB2	32.77398878
DDX24	622.7057868
IFI27L1	10.60334931
IFI27	58.80039164
IFI27L2	47.23310148
PPP4R4	7.711526772
SERPINA10	1
SERPINA6	1
SERPINA2	1
SERPINA1	1231.916402
SERPINA11	1
SERPINA9	1.927881693
SERPINA12	1
SERPINA4	1
SERPINA5	1
SERPINA3	1
SERPINA13P	1
GSC	1
DICER1	3196.427847
MIR3173	1
DICER1-AS1	14.4591127
CLMN	421.2421499
LOC101929080	1
LINC00341	111.8171382
SYNE3	245.8049159
SNHG10	27.95428455
GLRX5	1822.812141
TCL6	11.56729016
TCL1B	4.819704232
TCL1A	144.591127
TUNAR	3.855763386
C14orf132	18.31487608
BDKRB2	1
BDKRB1	1
ATG2B	861.7631168
GSKIP	177.3651158
AK7	4.819704232
LOC730202	4.819704232
PAPOLA	2298.998919
VRK1	296.8937807
LINC00618	1
LOC101929241	34.70187047
LOC100129345	1
LINC01550	17.35093524
C14orf177	1
BCL11B	895.5010464
SETD3	467.5113105
CCNK	108.9253157
CCDC85C	21.20669862
HHIPL1	1
CYP46A1	1
EML1	4.819704232
EVL	540.7708149
MIR151B	1
MIR342	3.855763386
DEGS2	4.819704232
YY1	592.8236206
MIR6764	1.927881693
SLC25A29	60.72827333
MIR345	1.927881693
SLC25A47	1.927881693
WARS	789.4675533
WDR25	28.91822539
BEGAIN	4.819704232
LINC00523	1
DLK1	1
MIR2392	1
MEG3	1
MIR337	1
MIR665	1
RTL1	1
MEG8	1
SNORD113-1	1
SNORD113-4	1
SNORD114-1	1
SNORD114-2	1
SNORD114-4	1
SNORD114-7	1
SNORD114-8	1
SNHG24	1
SNORD114-11	1
SNORD114-13	1
SNORD114-18	1
SNORD114-19	1
SNORD114-20	1
SNORD114-22	1
SNORD114-23	1
SNORD114-25	1
SNORD114-27	1
SNORD114-30	1
MIR1197	1
MIR329-1	1
MIR494	1
MIR543	1
MIR376C	1
MIR381HG	1
MIR544A	1
MIR668	1
MIR410	1
MEG9	1
LINC00524	1
DIO3OS	1
MIR1247	1
DIO3	1
LINC00239	4.819704232
PPP2R5C	1705.211357
DYNC1H1	1852.694307
HSP90AA1	815.4939561
WDR20	257.372206
MOK	14.4591127
ZNF839	110.8531973
CINP	46.26916063
TECPR2	1040.092173
ANKRD9	29.88216624
RCOR1	541.7347557
TRAF3	247.7327975
AMN	1
CDC42BPB	72.29556349
EXOC3L4	1
TNFAIP2	1177.935714
LINC00605	1
EIF5	1457.47856
SNORA28	27.95428455
MARK3	1461.334323
CKB	15.42305354
TRMT61A	39.52157471
BAG5	386.5402794
APOPT1	99.28590719
KLC1	686.3258827
XRCC3	76.15132687
ZFYVE21	100.249848
PPP1R13B	22.17063947
LINC00637	1
C14orf2	101.2137889
TDRD9	164.8338847
RD3L	1.927881693
ASPG	2.891822539
KIF26A	1
C14orf180	1
TMEM179	1
MIR4710	1
INF2	54.94462825
ADSSL1	2.891822539
SIVA1	80.97103111
AKT1	628.4894319
ZBTB42	16.38699439
LINC00638	6.747585925
CEP170B	1
PLD4	22.17063947
AHNAK2	10.60334931
C14orf79	5.783645079
CDCA4	48.19704232
GPR132	262.1919102
LOC102723354	5.783645079
JAG2	2.891822539
NUDT14	15.42305354
BRF1	67.47585925
BTBD6	134.9517185
PACS2	71.33162264
TEX22	2.891822539
LOC100507437	1
MTA1	45.30521978
CRIP2	24.09852116
CRIP1	136.8796002
C14orf80	26.9903437
TMEM121	5.783645079
ELK2AP	1
MIR4507	1
MIR4538	1
MIR4537	4.819704232
MIR4539	1
KIAA0125	93.50226211
ADAM6	1
LINC00226	1
LINC00221	1
MIR5195	1.927881693
CHEK2P2	1
HERC2P3	51.08886486
GOLGA6L6	1
GOLGA8CP	1
NBEAP1	1
POTEB3	1
NF1P2	1
LINC01193	1
LOC646214	18.31487608
CXADRP2	1
LOC727924	1
OR4M2	1
OR4N4	1
OR4N3P	1
MIR1268A	1
REREP3	30.84610709
GOLGA8DP	1
GOLGA6L22	1.927881693
TUBGCP5	108.9253157
CYFIP1	435.7012626
NIPA2	438.5930852
NIPA1	176.4011749
LOC283683	1
WHAMMP3	77.11526772
GOLGA8IP	1
HERC2P2	130.1320143
HERC2P7	1.927881693
GOLGA8EP	1
GOLGA8S	1
GOLGA6L2	2.891822539
MIR4508	1
MKRN3	13.49517185
MAGEL2	1
NDN	2.891822539
PWRN4	1
PWRN2	1
PWRN3	1
PWRN1	1
NPAP1	1
SNRPN	1
SNURF	1
PWARSN	72.29556349
PWAR5	155.1944763
SNORD116-1	1.927881693
SNORD116-2	1
SNORD116-4	3.855763386
SNORD116-8	1
SNORD116-10	1
SNORD116-11	1
SNORD116-12	1
SNORD116-13	4.819704232
SNORD116-14	2.891822539
SNORD116-15	1
SNORD116-16	1.927881693
SNORD116-18	1
SNORD116-20	16.38699439
SNORD116-21	11.56729016
SNORD116-22	1
SNORD116-23	1
SNORD116-24	1
SNORD116-25	1
SNORD116-26	4.819704232
SNORD116-27	1.927881693
SNORD116-28	1
SNORD116-29	1
SNORD116-30	1
IPW	23.13458032
PWAR1	2.891822539
SNORD115-1	1
SNORD115-3	1
SNORD115-4	1
SNORD115-10	1
SNORD115-6	1
SNORD115-7	1
SNORD115-13	1
SNORD115-14	1
SNORD115-24	1
SNORD115-25	1
SNORD115-26	1
SNORD115-27	1
SNORD115-28	1
SNORD115-30	1
SNORD115-31	1
SNORD115-32	1
SNORD115-37	1
SNORD115-39	1
SNORD115-40	1
SNORD115-44	1
SNORD115-45	1
SNORD115-46	1
SNORD115-48	1
UBE3A	663.1913024
ATP10A	124.3483692
MIR4715	1
LOC100128714	1
LINC00929	1
GABRB3	3.855763386
GABRA5	2.891822539
GABRG3	1
GABRG3-AS1	1
OCA2	2.891822539
HERC2	352.8023498
HERC2P9	22.17063947
GOLGA8M	3.855763386
WHAMMP2	72.29556349
LOC100289656	1
PDCD6IPP2	6.747585925
GOLGA6L7P	1
APBA2	220.7424538
FAM189A1	3.855763386
NDNL2	137.843541
TJP1	2.891822539
GOLGA8J	1
ULK4P3	1
GOLGA8T	1.927881693
DKFZP434L187	1
CHRFAM7A	8.675467618
GOLGA8R	25.06246201
GOLGA8H	24.09852116
ARHGAP11B	18.31487608
LOC100288637	35.66581132
HERC2P10	11.56729016
FAN1	240.9852116
MTMR10	745.1262743
TRPM1	1
LOC283710	4.819704232
KLF13	1508.567425
OTUD7A	3.855763386
CHRNA7	2.891822539
GOLGA8K	4.819704232
GOLGA8O	6.747585925
WHAMMP1	167.7257073
LOC100996255	9.639408465
GOLGA8N	42.41339725
ARHGAP11A	53.9806874
SCG5	1
GREM1	1
LOC100131315	1
FMN1	139.7714227
TMCO5B	1
LOC101928134	1
RYR3	29.88216624
AVEN	21.20669862
CHRM5	12.531231
EMC7	144.591127
PGBD4	32.77398878
KATNBL1	796.2151392
EMC4	140.7353636
SLC12A6	2318.277736
NOP10	524.3838205
NUTM1	2.891822539
LPCAT4	35.66581132
GOLGA8A	267.9755553
GOLGA8B	270.8673779
GJD2	1
LOC101928174	1
ACTC1	1
AQR	786.5757307
ZNF770	769.2247955
ANP32AP1	1
DPH6	63.62009587
MIR3942	1.927881693
DPH6-AS1	1
C15orf41	25.06246201
CSNK1A1P1	1.927881693
LOC145845	1
MEIS2	4.819704232
TMCO5A	1
LOC101928227	2.891822539
SPRED1	96.39408465
FAM98B	187.0045242
RASGRP1	762.4772096
C15orf53	3.855763386
C15orf54	61.69221418
THBS1	821.2776012
FSIP1	4.819704232
GPR176	1
EIF2AK4	283.3986089
SRP14	232.309744
SRP14-AS1	22.17063947
BMF	133.9877777
BUB1B	25.06246201
PAK6	1.927881693
C15orf56	1
ANKRD63	1.927881693
PLCB2	614.0303192
INAFM2	331.5956512
C15orf52	14.4591127
PHGR1	1
DISP2	9.639408465
KNSTRN	50.12492402
IVD	121.4565467
BAHD1	62.65615502
CHST14	14.4591127
C15orf57	123.3844284
MRPL42P5	1
RPUSD2	37.59369301
CASC5	90.61043957
RAD51-AS1	29.88216624
RAD51	7.711526772
RMDN3	97.3580255
GCHFR	21.20669862
DNAJC17	40.48551555
C15orf62	23.13458032
ZFYVE19	56.87250994
PPP1R14D	1
SPINT1	35.66581132
RHOV	1
VPS18	199.5357552
DLL4	1
CHAC1	1
INO80	359.5499357
EXD1	1
CHP1	325.8120061
OIP5-AS1	374.9729893
OIP5	9.639408465
NUSAP1	174.4732932
NDUFAF1	80.00709026
RTF1	267.9755553
ITPKA	1
LTK	9.639408465
RPAP1	38.55763386
TYRO3	1
MGA	1200.106354
MIR626	1
MAPKBP1	72.29556349
JMJD7	19.27881693
PLA2G4B	2.891822539
SPTBN5	40.48551555
EHD4	162.9060031
EHD4-AS1	7.711526772
PLA2G4E-AS1	1
PLA2G4E	1.927881693
PLA2G4D	1
PLA2G4F	1
VPS39	402.9272738
MIR627	1
TMEM87A	440.5209668
GANC	297.8577216
CAPN3	128.2041326
ZNF106	3033.521844
SNAP23	2157.299614
LRRC57	166.7617664
HAUS2	169.653589
STARD9	128.2041326
CDAN1	44.34127894
TTBK2	254.4803835
UBR1	693.0734686
TMEM62	125.31231
CCNDBP1	1488.324667
EPB42	1674.36525
TGM5	1
TGM7	1
LCMT2	77.11526772
ADAL	37.59369301
ZSCAN29	191.8242285
TUBGCP4	111.8171382
RNU6-28P	1
TP53BP1	335.4514146
MAP1A	36.62975217
PPIP5K1	104.1056114
CKMT1B	1
STRC	2.891822539
CATSPER2	17.35093524
CKMT1A	1
CATSPER2P1	3.855763386
PDIA3	517.6362346
ELL3	18.31487608
SERF2	1810.28091
SERINC4	26.02640286
HYPK	1
MFAP1	264.1197919
WDR76	92.53832126
FRMD5	13.49517185
PIN4P1	3.855763386
CASC4	1120.099264
CTDSPL2	520.5280571
EIF3J-AS1	26.02640286
EIF3J	254.4803835
SPG11	1946.196569
PATL2	127.2401917
B2M	37357.52751
LOC100419583	382.6845161
TRIM69	26.02640286
C15orf43	2.891822539
SORD	63.62009587
DUOX2	4.819704232
DUOXA2	1
DUOXA1	1
DUOX1	23.13458032
SHF	5.783645079
LOC101928414	1
SLC28A2	3.855763386
GATM	19.27881693
SPATA5L1	93.50226211
C15orf48	1
SLC30A4	29.88216624
HMGN2P46	1.927881693
BLOC1S6	952.3735563
SQRDL	1054.551286
SEMA6D	1.927881693
LINC01491	1
SLC24A5	2.891822539
MYEF2	53.9806874
CTXN2	2.891822539
SLC12A1	12.531231
DUT	167.7257073
FBN1	20.24275778
CEP152	178.3290566
SHC4	1
EID1	640.0567221
SECISBP2L	498.3574176
COPS2	387.5042203
GALK2	139.7714227
NDUFAF4P1	15.42305354
MIR4716	1
FAM227B	17.35093524
FGF7	2.891822539
DTWD1	90.61043957
ATP8B4	369.1893442
SLC27A2	6.747585925
HDC	91.57438042
GABPB1	225.5621581
FLJ10038	159.0502397
GABPB1-AS1	76.15132687
MIR4712	7.711526772
USP8	656.4437165
USP50	2.891822539
TRPM7	991.895131
SPPL2A	463.6555472
AP4E1	267.0116145
DCAF13P3	28.91822539
TNFAIP8L3	1
CYP19A1	1.927881693
MIR4713	1
GLDN	4.819704232
DMXL2	3276.434937
SCG3	26.02640286
LYSMD2	133.0238368
TMOD2	568.7250994
TMOD3	888.7534605
LOC100422556	14.4591127
LEO1	142.6632453
MAPK6	238.0933891
BCL2L10	1
GNB5	220.7424538
LOC100129973	8.675467618
MYO5C	11.56729016
MIR1266	1
MYO5A	1118.171382
ARPP19	1396.750287
FAM214A	549.4462825
ONECUT1	1
WDR72	1
UNC13C	1.927881693
RSL24D1	210.1391045
RAB27A	942.7341479
PIGBOS1	37.59369301
PIGB	261.2279694
CCPG1	360.5138766
MIR628	7.711526772
C15orf65	1
DYX1C1	1.927881693
PYGO1	1
PRTG	1
NEDD4	142.6632453
RFX7	258.3361469
TEX9	18.31487608
MNS1	7.711526772
ZNF280D	347.0187047
LOC145783	8.675467618
TCF12	437.6291443
LINC00926	72.29556349
LINC01413	1
CGNL1	1
GCOM1	3.855763386
MYZAP	1
POLR2M	1.927881693
ALDH1A2	9.639408465
AQP9	4975.86265
LIPC	14.4591127
LOC101928694	11.56729016
ADAM10	2633.486393
HSP90AB4P	91.57438042
FAM63B	267.9755553
SLTM	885.8616379
RNF111	461.7276655
CCNB2	9.639408465
MYO1E	55.9085691
MIR2116	1
LDHAL6B	2.891822539
FAM81A	4.819704232
GCNT3	1
GTF2A2	136.8796002
BNIP2	1491.21649
FOXB1	1
ANXA2	2350.087784
ICE2	418.3503274
RORA-AS1	110.8531973
RORA	1459.406442
RORA-AS2	1
VPS13C	4801.389356
C2CD4A	1
C2CD4B	1
MIR6085	1
MGC15885	1
TLN2	22.17063947
TPM1	412.5666823
LACTB	344.1268822
RPS27L	67.47585925
RAB8B	2480.219798
APH1B	281.4707272
CA12	2.891822539
LOC102723344	1
USP3	1020.813356
USP3-AS1	76.15132687
FBXL22	5.783645079
HERC1	3840.340332
DAPK2	165.7978256
LOC101928988	3.855763386
FAM96A	217.8506313
SNX1	828.0251871
SNX22	105.0695523
PPIB	205.3194003
CSNK1G1	276.6510229
KIAA0101	16.38699439
TRIP4	107.9613748
ZNF609	342.1990005
OAZ2	569.6890403
RBPMS2	2.891822539
MIR1272	1
PIF1	2.891822539
PLEKHO2	576.4366262
ANKDD1A	62.65615502
SPG21	582.2202713
MTFMT	78.07920857
SLC51B	1
RASL12	1
KBTBD13	1
UBAP1L	2.891822539
PDCD7	87.71861703
CLPX	307.49713
CILP	5.783645079
PARP16	29.88216624
IGDCC3	1
IGDCC4	1
DPP8	575.4726854
HACD3	150.3747721
VWA9	158.0862988
SLC24A1	156.1584171
DENND4A	2121.633803
MIR4511	1
RAB11A	734.522925
MEGF11	142.6632453
MIR4311	1
DIS3L	199.5357552
TIPIN	13.49517185
SCARNA14	1
MAP2K1	273.7592004
SNAPC5	38.55763386
MIR4512	1
RPL4	5839.553648
SNORD18C	1
SNORD18B	1.927881693
SNORD16	1.927881693
SNORD18A	1.927881693
ZWILCH	78.07920857
LCTL	1
LINC01169	1
SMAD6	5.783645079
SMAD3	283.3986089
AAGAB	203.3915186
IQCH	8.675467618
IQCH-AS1	39.52157471
C15orf61	8.675467618
MAP2K5	53.9806874
SKOR1	1.927881693
LOC101929076	1.927881693
PIAS1	664.1552432
CALML4	347.0187047
CLN6	41.4494564
FEM1B	895.5010464
ITGA11	5.783645079
CORO2B	2.891822539
ANP32A	949.4817338
MIR4312	8.675467618
ANP32A-IT1	113.7450199
MIR548H4	5.783645079
NOX5	1
SPESP1	1
EWSAT1	1
GLCE	148.4468904
PAQR5	1.927881693
KIF23	21.20669862
RPLP1	908.9962182
DRAIC	1
PCAT29	2.891822539
LINC00593	6.747585925
TLE3	497.3934768
MIR629	2.891822539
SALRNA3	1
SALRNA2	1.927881693
UACA	45.30521978
LARP6	1
LRRC49	2.891822539
THAP10	1
CT62	1
THSD4	1
THSD4-AS1	1
THSD4-AS2	1
NR2E3	1
MYO9A	464.619488
SENP8	13.49517185
GRAMD2	1.927881693
PKM	589.9317981
PARP6	102.1777297
CELF6	12.531231
HEXA	369.1893442
HEXA-AS1	7.711526772
TMEM202	1.927881693
ARIH1	584.148153
MIR630	10.60334931
GOLGA6B	1
HIGD2B	1
BBS4	77.11526772
ADPGK	704.6407588
ADPGK-AS1	23.13458032
NEO1	42.41339725
HCN4	1
REC114	18.31487608
NPTN	570.6529811
NPTN-IT1	63.62009587
CD276	1
C15orf59	1
C15orf59-AS1	1
TBC1D21	1
LOXL1-AS1	21.20669862
LOXL1	8.675467618
STOML1	28.91822539
PML	55.9085691
GOLGA6A	1
LOC283731	1
ISLR2	1
ISLR	1
STRA6	1
CCDC33	1
CYP11A1	3.855763386
LOC729739	1
SEMA7A	73.25950433
MIR6881	1
UBL7	347.0187047
UBL7-AS1	26.9903437
ARID3B	84.82679449
CLK3	460.7637246
EDC3	88.68255788
CYP1A1	1
CYP1A2	1
CSK	332.559592
MIR4513	3.855763386
LMAN1L	1.927881693
CPLX3	1
ULK3	41.4494564
MIR6882	1
SCAMP2	116.6368424
MPI	106.0334931
FAM219B	240.0212708
COX5A	64.58403671
RPP25	6.747585925
SCAMP5	1
PPCDC	159.0502397
C15orf39	184.1127017
GOLGA6C	1
GOLGA6D	1
COMMD4	71.33162264
NEIL1	19.27881693
MIR631	1
MAN2C1	245.8049159
SIN3A	337.3792963
PTPN9	153.2665946
SNUPN	81.93497195
IMP3	172.5454115
SNX33	18.31487608
CSPG4	1
ODF3L1	1
DNM1P35	1
MIR4313	1
UBE2Q2	236.1655074
FBXO22	127.2401917
NRG4	9.639408465
C15orf27	5.783645079
LOC101929439	2.891822539
ETFA	452.088257
TYRO3P	3.855763386
ISL2	5.783645079
SCAPER	323.8841244
MIR3713	1.927881693
RCN2	90.61043957
PSTPIP1	429.9176175
TSPAN3	271.8313187
PEAK1	184.1127017
LINC00597	8.675467618
HMG20A	224.5982172
LINGO1	1.927881693
LINGO1-AS1	1
LINGO1-AS2	1
LOC645752	1
LOC91450	6.747585925
TBC1D2B	608.2466741
MIR5003	1
SH2D7	1
CIB2	1
IDH3A	173.5093524
ACSBG1	14.4591127
DNAJA4	353.7662907
WDR61	132.059896
CRABP1	1
IREB2	695.9652912
HYKK	2.891822539
PSMA4	190.8602876
CHRNA5	3.855763386
CHRNA3	1
CHRNB4	1
LOC646938	1
ADAMTS7	1
MORF4L1	850.1958266
CTSH	532.0953473
RASGRF1	2.891822539
ANKRD34C-AS1	1
MIR184	1
ANKRD34C	1
TMED3	113.7450199
KIAA1024	20.24275778
MTHFS	3.855763386
ST20	230.3818623
ST20-AS1	51.08886486
BCL2A1	303.6413666
ZFAND6	615.9582009
FAH	61.69221418
LINC01314	3.855763386
LINC00927	1
ARNT2	1
LOC101929586	1
ABHD17C	12.531231
CEMIP	53.9806874
MIR549A	1
MESDC2	204.3554595
MIR4514	1
MESDC1	21.20669862
C15orf26	18.31487608
IL16	2595.8927
STARD5	139.7714227
TMC3-AS1	1.927881693
TMC3	4.819704232
MEX3B	1.927881693
LINC01583	1
EFTUD1	166.7617664
SAXO2	5.783645079
ADAMTS7P1	1.927881693
GOLGA6L10	1
UBE2Q2P2	1
GOLGA6L9	2.891822539
GOLGA2P10	1
GOLGA6L17P	1
RPS17	11.56729016
LOC102724034	1
CPEB1	1.927881693
CPEB1-AS1	1
AP3B2	1
LOC338963	1
ACTG1P17	6.747585925
SNHG21	18.31487608
FSD2	47.23310148
WHAMM	104.1056114
HOMER2	26.9903437
FAM103A1	24.09852116
C15orf40	89.64649872
BTBD1	474.2588965
TM6SF1	428.9536767
HDGFRP3	49.16098317
BNC1	1
SH3GL3	1
ADAMTSL3	1
EFTUD1P1	1
UBE2Q2L	1.927881693
LOC440300	1.927881693
GOLGA2P7	1
LOC642423	1
GOLGA6L4	1
LOC103171574	1
DNM1P41	1
GOLGA6L5P	1.927881693
UBE2Q2P1	12.531231
LINC00933	1
ZSCAN2	87.71861703
SCAND2P	150.3747721
WDR73	155.1944763
NMB	6.747585925
SEC11A	228.4539806
ZNF592	315.2086568
ALPK3	15.42305354
SLC28A1	1
PDE8A	169.653589
GOLGA6L3	1
AKAP13	4896.8195
LOC101929679	1
KLHL25	11.56729016
MIR1276	1
LINC01584	1
AGBL1	1
AGBL1-AS1	1.927881693
LINC00052	1
NTRK3	1
NTRK3-AS1	1
MRPL46	32.77398878
MRPS11	74.22344518
DET1	34.70187047
LINC01586	1.927881693
AEN	154.2305354
ISG20	371.1172259
ACAN	4.819704232
HAPLN3	79.04314941
MFGE8	12.531231
ABHD2	1897.999527
RLBP1	2.891822539
FANCI	78.07920857
POLG	336.4153554
MIR9-3	1
LINC00925	3.855763386
RHCG	1
LINC00928	1
TICRR	4.819704232
KIF7	1.927881693
PLIN1	2.891822539
PEX11A	12.531231
WDR93	1.927881693
MESP1	1
MESP2	1
ANPEP	272.7952596
AP3S2	5.783645079
MIR5094	1
ARPIN	41.4494564
ZNF710	146.5190087
MIR3174	21.20669862
IDH2	253.5164426
SEMA4B	163.8699439
CIB1	269.903437
GDPGP1	14.4591127
TTLL13P	2.891822539
NGRN	278.5789046
GABARAPL3	1
ZNF774	4.819704232
IQGAP1	8267.72064
CRTC3	153.2665946
CRTC3-AS1	6.747585925
LINC01585	1
BLM	83.86285364
FURIN	347.0187047
FES	518.6001754
MAN2A2	797.17908
UNC45A	197.6078735
HDDC3	48.19704232
RCCD1	15.42305354
PRC1	42.41339725
PRC1-AS1	1
VPS33B	118.5647241
LOC101926911	1
SV2B	4.819704232
CRAT37	5.783645079
SLCO3A1	413.5306231
ST8SIA2	1
